Date,Price,Open,High,Low,Vol.Change %,True Range,Max_Range,Min_Range,Simple Moving Average ,Del C,Output(3 Days)
23-03-2017,1.2521,1.2484,1.2532,1.2461,0.30%,0.0170000000000001,1.2507,1.2108,1.47185,-0.0248999999999988,1.245
24-03-2017,1.247,1.2521,1.2524,1.2468,-0.41%,0.0170000000000001,1.2532,1.2108,1.47434,-0.0322000000000013,1.2434
27-03-2017,1.2556,1.2487,1.2618,1.2476,0.69%,0.0170000000000001,1.2532,1.2108,1.47756,-0.0320999999999998,1.2469
28-03-2017,1.245,1.2559,1.2598,1.2439,-0.84%,0.0170000000000001,1.2618,1.2108,1.48077,-0.0390999999999995,1.255
29-03-2017,1.2434,1.2447,1.2476,1.2377,-0.13%,0.0170000000000001,1.2618,1.2108,1.48468,-0.0284999999999993,1.2487
30-03-2017,1.2469,1.2433,1.2529,1.2405,0.28%,0.0170000000000001,1.2618,1.2108,1.48753,-0.0213999999999999,1.2441
31-03-2017,1.255,1.2472,1.2562,1.2436,0.65%,0.0170000000000001,1.2618,1.2139,1.48967,-0.0319000000000003,1.2483
03-04-2017,1.2487,1.254,1.2556,1.2464,-0.50%,0.0159,1.2618,1.2241,1.49286,-0.0251000000000001,1.247
04-04-2017,1.2441,1.2488,1.2496,1.2418,-0.37%,0.0159,1.2618,1.2323,1.49537,-0.0129000000000001,1.2373
05-04-2017,1.2483,1.244,1.2501,1.2423,0.34%,0.0159,1.2618,1.2335,1.49666,-0.00399999999999956,1.2414
06-04-2017,1.247,1.2486,1.2508,1.2451,-0.10%,0.0159,1.2618,1.234,1.49706,-0.0128000000000004,1.2491
07-04-2017,1.2373,1.2468,1.2478,1.2363,-0.78%,0.0159,1.2618,1.2377,1.49834,0.000899999999999679,1.254
10-04-2017,1.2414,1.2384,1.2432,1.2367,0.33%,0.0159,1.2618,1.2377,1.49825,0.00999999999999979,1.2506
11-04-2017,1.2491,1.2412,1.2497,1.2404,0.62%,0.0159,1.2618,1.2377,1.49725,0.0108999999999995,1.2524
12-04-2017,1.254,1.2491,1.255,1.2479,0.39%,0.0159,1.2618,1.2377,1.49616,-0.000399999999999068,1.2565
13-04-2017,1.2506,1.2537,1.2575,1.2497,-0.27%,0.0159,1.2598,1.2363,1.4962,0.0022000000000002,1.2841
14-04-2017,1.2524,1.2503,1.2537,1.25,0.14%,0.0125999999999999,1.2575,1.2363,1.49598,-0.00560000000000116,1.2779
17-04-2017,1.2565,1.2531,1.2599,1.2526,0.33%,0.0125999999999999,1.2575,1.2363,1.49654,-0.00980000000000025,1.2813
18-04-2017,1.2841,1.2569,1.2909,1.2518,2.20%,0.0125999999999999,1.2599,1.2363,1.49752,-0.00969999999999871,1.2813
19-04-2017,1.2779,1.2839,1.2862,1.2768,-0.48%,0.0390999999999999,1.2909,1.2363,1.49849,-0.0298999999999996,1.2794
20-04-2017,1.2813,1.2782,1.2851,1.2775,0.27%,0.0390999999999999,1.2909,1.2363,1.50148,-0.0294000000000008,1.2841
21-04-2017,1.2813,1.2813,1.2835,1.2759,0.00%,0.0390999999999999,1.2909,1.2363,1.50442,-0.0373000000000001,1.2847
24-04-2017,1.2794,1.2842,1.2871,1.277,-0.15%,0.0390999999999999,1.2909,1.2363,1.50815,-0.0356000000000005,1.2904
25-04-2017,1.2841,1.2795,1.2846,1.2772,0.37%,0.0390999999999999,1.2909,1.2363,1.51171,-0.0327000000000002,1.2951
26-04-2017,1.2847,1.284,1.2864,1.2804,0.05%,0.0390999999999999,1.2909,1.2367,1.51498,-0.0456000000000003,1.2886
27-04-2017,1.2904,1.2846,1.2916,1.2836,0.44%,0.0390999999999999,1.2909,1.2404,1.51954,-0.0434000000000001,1.2938
28-04-2017,1.2951,1.2908,1.297,1.2889,0.36%,0.0390999999999999,1.2916,1.2479,1.52388,-0.0416999999999987,1.2867
01-05-2017,1.2886,1.2951,1.2955,1.2879,-0.50%,0.0390999999999999,1.297,1.2497,1.52805,-0.0413999999999994,1.2921
02-05-2017,1.2938,1.2888,1.2943,1.2865,0.40%,0.0390999999999999,1.297,1.25,1.53219,-0.0385000000000009,1.2981
03-05-2017,1.2867,1.294,1.2953,1.2865,-0.55%,0.0390999999999999,1.297,1.2518,1.53604,-0.0408999999999988,1.294
04-05-2017,1.2921,1.2864,1.2931,1.283,0.42%,0.0390999999999999,1.297,1.2518,1.54013,-0.0295000000000005,1.2935
05-05-2017,1.2981,1.292,1.2985,1.29,0.46%,0.0101,1.297,1.2759,1.54308,-0.00810000000000066,1.2938
08-05-2017,1.294,1.2981,1.2992,1.2929,-0.32%,0.0101,1.2985,1.2759,1.54389,-0.0198999999999998,1.2886
09-05-2017,1.2935,1.2944,1.2961,1.2902,-0.04%,0.0101,1.2992,1.2759,1.54588,-0.0130999999999997,1.2891
10-05-2017,1.2938,1.2933,1.2989,1.2926,0.02%,0.0101,1.2992,1.277,1.54719,-0.00910000000000011,1.2893
11-05-2017,1.2886,1.2942,1.2953,1.2852,-0.40%,0.0101,1.2992,1.2772,1.5481,-0.0146999999999995,1.2917
12-05-2017,1.2891,1.2886,1.29,1.2843,0.04%,0.0101,1.2992,1.2804,1.54957,-0.00459999999999994,1.2973
15-05-2017,1.2893,1.2888,1.294,1.2873,0.02%,0.0101,1.2992,1.283,1.55003,-0.00420000000000087,1.2939
16-05-2017,1.2917,1.2896,1.2958,1.2866,0.19%,0.0101,1.2992,1.283,1.55045,0.00120000000000076,1.3035
17-05-2017,1.2973,1.2918,1.2994,1.2907,0.43%,0.0101,1.2992,1.283,1.55033,0.00329999999999941,1.3
18-05-2017,1.2939,1.2969,1.3051,1.2893,-0.26%,0.0101,1.2994,1.283,1.55,-0.00810000000000066,1.2962
19-05-2017,1.3035,1.2936,1.304,1.2927,0.74%,0.0158,1.3051,1.283,1.55081,0.000400000000000844,1.2974
22-05-2017,1.3,1.3007,1.3044,1.2965,-0.27%,0.0158,1.3051,1.283,1.55077,-0.0143000000000004,1.294
23-05-2017,1.2962,1.3,1.3036,1.2954,-0.29%,0.0158,1.3051,1.2843,1.5522,-0.00799999999999912,1.2804
24-05-2017,1.2974,1.2961,1.3,1.2925,0.09%,0.0158,1.3051,1.2843,1.553,0.00199999999999889,1.2841
25-05-2017,1.294,1.2969,1.3013,1.2929,-0.26%,0.0158,1.3051,1.2843,1.5528,-0.0024999999999995,1.2858
26-05-2017,1.2804,1.2942,1.2949,1.2773,-1.05%,0.0158,1.3051,1.2843,1.55305,-0.000899999999999679,1.289
29-05-2017,1.2841,1.2807,1.2853,1.2791,0.29%,0.0175999999999998,1.3051,1.2843,1.55314,0.0134999999999987,1.2881
30-05-2017,1.2858,1.2837,1.289,1.2792,0.13%,0.0175999999999998,1.3051,1.2843,1.55179,0.00490000000000102,1.2887
31-05-2017,1.289,1.2859,1.2921,1.2769,0.25%,0.0175999999999998,1.3051,1.2866,1.5513,0.00290000000000035,1.2903
01-06-2017,1.2881,1.2889,1.2916,1.283,-0.07%,0.0175999999999998,1.3051,1.2773,1.55101,0.000700000000000145,1.2911
02-06-2017,1.2887,1.2881,1.2908,1.2849,0.05%,0.0175999999999998,1.3051,1.2773,1.55094,0.00369999999999848,1.2961
05-06-2017,1.2903,1.285,1.2942,1.2847,0.12%,0.0175999999999998,1.3051,1.2773,1.55057,0.0119000000000007,1.2953
06-06-2017,1.2911,1.2905,1.2953,1.2874,0.06%,0.0175999999999998,1.3044,1.2769,1.54938,0.00309999999999988,1.2745
07-06-2017,1.2961,1.2912,1.2969,1.2887,0.39%,0.0175999999999998,1.3044,1.2769,1.54907,0.00950000000000095,1.2656
08-06-2017,1.2953,1.2961,1.2979,1.2907,-0.06%,0.0175999999999998,1.3036,1.2769,1.54812,0.00389999999999979,1.2753
09-06-2017,1.2745,1.2958,1.2964,1.2637,-1.61%,0.0175999999999998,1.3013,1.2769,1.54773,0.000299999999999301,1.2752
12-06-2017,1.2656,1.2731,1.2771,1.2637,-0.70%,0.0327,1.3013,1.2769,1.5477,0.0238000000000014,1.2755
13-06-2017,1.2753,1.266,1.2759,1.2642,0.77%,0.0327,1.2979,1.2769,1.54532,0.0281999999999982,1.2776
14-06-2017,1.2752,1.2755,1.2818,1.2722,-0.01%,0.0327,1.2979,1.2769,1.5425,0.00520000000000032,1.2736
15-06-2017,1.2755,1.275,1.2796,1.2689,0.02%,0.0327,1.2979,1.2637,1.54198,0.00870000000000104,1.2631
16-06-2017,1.2776,1.2754,1.2806,1.2748,0.16%,0.0327,1.2979,1.2637,1.54111,0.0104999999999986,1.2671
19-06-2017,1.2736,1.2787,1.2817,1.2724,-0.31%,0.0327,1.2979,1.2637,1.54006,0.0102000000000011,1.2682
20-06-2017,1.2631,1.2732,1.2758,1.2603,-0.82%,0.0327,1.2979,1.2637,1.53904,0.014899999999999,1.2718
21-06-2017,1.2671,1.2631,1.2712,1.2591,0.32%,0.0327,1.2979,1.2637,1.53755,0.0219000000000005,1.2721
22-06-2017,1.2682,1.267,1.2692,1.2652,0.09%,0.0327,1.2979,1.2637,1.53536,0.0235000000000003,1.2816
23-06-2017,1.2718,1.2681,1.2745,1.2673,0.28%,0.0327,1.2979,1.2637,1.53301,0.0230999999999995,1.2926
26-06-2017,1.2721,1.2729,1.276,1.2704,0.02%,0.0327,1.2979,1.2603,1.5307,0.023200000000001,1.3006
27-06-2017,1.2816,1.2723,1.286,1.2716,0.75%,0.0327,1.2964,1.2591,1.52838,0.0235000000000003,1.3027
28-06-2017,1.2926,1.2817,1.2974,1.2792,0.86%,0.0155000000000001,1.286,1.2591,1.52603,-0.00860000000000127,1.2937
29-06-2017,1.3006,1.2923,1.3013,1.2919,0.62%,0.0182000000000002,1.2974,1.2591,1.52689,-0.0262999999999991,1.292
30-06-2017,1.3027,1.3005,1.3032,1.2948,0.16%,0.0182000000000002,1.3013,1.2591,1.52952,-0.0250000000000004,1.2935
03-07-2017,1.2937,1.3011,1.3024,1.293,-0.69%,0.0182000000000002,1.3032,1.2591,1.53202,-0.0260999999999996,1.2971
04-07-2017,1.292,1.294,1.2962,1.2913,-0.13%,0.0182000000000002,1.3032,1.2591,1.53463,-0.0186000000000011,1.2892
05-07-2017,1.2935,1.2917,1.295,1.2892,0.12%,0.0182000000000002,1.3032,1.2591,1.53649,-0.0129999999999999,1.2879
06-07-2017,1.2971,1.2936,1.2984,1.2919,0.28%,0.0182000000000002,1.3032,1.2591,1.53779,-0.0203999999999986,1.2849
07-07-2017,1.2892,1.2969,1.2977,1.2867,-0.61%,0.0182000000000002,1.3032,1.2591,1.53983,-0.0338000000000012,1.2885
10-07-2017,1.2879,1.2886,1.2912,1.2857,-0.10%,0.0182000000000002,1.3032,1.2652,1.54321,-0.0215999999999994,1.2939
11-07-2017,1.2849,1.2885,1.2932,1.2833,-0.23%,0.0182000000000002,1.3032,1.2673,1.54537,-0.0204000000000004,1.3096
12-07-2017,1.2885,1.2848,1.2908,1.2811,0.28%,0.0182000000000002,1.3032,1.2704,1.54741,-0.0119000000000007,1.3055
13-07-2017,1.2939,1.2887,1.2958,1.2879,0.42%,0.0182000000000002,1.3032,1.2716,1.5486,-0.0163999999999991,1.304
14-07-2017,1.3096,1.2935,1.3115,1.2933,1.21%,0.0182000000000002,1.3032,1.2792,1.55024,-0.0118000000000009,1.3018
17-07-2017,1.3055,1.31,1.3113,1.3045,-0.31%,0.0182000000000002,1.3115,1.2833,1.55142,-0.0176999999999996,1.2974
18-07-2017,1.304,1.3057,1.3127,1.3004,-0.11%,0.0182000000000002,1.3115,1.2811,1.55319,-0.00520000000000032,1.2995
19-07-2017,1.3018,1.3037,1.3053,1.3009,-0.17%,0.0182000000000002,1.3127,1.2811,1.55371,-0.00259999999999927,1.3029
20-07-2017,1.2974,1.3024,1.3038,1.2934,-0.34%,0.0182000000000002,1.3127,1.2811,1.55397,-0.00839999999999996,1.3026
21-07-2017,1.2995,1.2975,1.3023,1.2954,0.16%,0.0182000000000002,1.3127,1.2811,1.55481,-0.00580000000000069,1.3121
24-07-2017,1.3029,1.2986,1.3058,1.2986,0.26%,0.0182000000000002,1.3127,1.2811,1.55539,-0.00499999999999901,1.3067
25-07-2017,1.3026,1.303,1.3086,1.3007,-0.02%,0.0182000000000002,1.3127,1.2811,1.55589,-0.00609999999999999,1.3135
26-07-2017,1.3121,1.3021,1.3125,1.3001,0.73%,0.0182000000000002,1.3127,1.2811,1.5565,-0.0135000000000005,1.3214
27-07-2017,1.3067,1.3119,1.3157,1.3052,-0.41%,0.0182000000000002,1.3127,1.2811,1.55785,-0.0234000000000005,1.3203
28-07-2017,1.3135,1.3067,1.3155,1.306,0.52%,0.0182000000000002,1.3157,1.2811,1.56019,-0.0219000000000005,1.3223
31-07-2017,1.3214,1.3131,1.3225,1.3096,0.60%,0.0182000000000002,1.3157,1.2879,1.56238,-0.0244,1.3139
01-08-2017,1.3203,1.3216,1.3249,1.3193,-0.08%,0.0182000000000002,1.3225,1.2933,1.56482,-0.0281000000000002,1.3036
02-08-2017,1.3223,1.3203,1.3252,1.3189,0.15%,0.0128999999999999,1.3249,1.2934,1.56763,-0.0102999999999991,1.3035
03-08-2017,1.3139,1.3221,1.3266,1.3112,-0.64%,0.0128999999999999,1.3252,1.2934,1.56866,-0.0163999999999991,1.2991
04-08-2017,1.3036,1.3135,1.3166,1.3022,-0.78%,0.0154000000000001,1.3266,1.2934,1.5703,-0.00980000000000025,1.3005
07-08-2017,1.3035,1.3028,1.3063,1.3014,-0.01%,0.0154000000000001,1.3266,1.2934,1.57128,-0.000400000000000844,1.2975
08-08-2017,1.2991,1.3035,1.3055,1.2952,-0.34%,0.0154000000000001,1.3266,1.2954,1.57132,-0.00600000000000023,1.3012
09-08-2017,1.3005,1.2989,1.3029,1.2966,0.11%,0.0154000000000001,1.3266,1.2986,1.57192,-0.000299999999999301,1.2965
10-08-2017,1.2975,1.3,1.3017,1.2951,-0.23%,0.0154000000000001,1.3266,1.3001,1.57195,0.00300000000000011,1.287
11-08-2017,1.3012,1.2976,1.3031,1.2938,0.29%,0.0154000000000001,1.3266,1.3001,1.57165,0.00450000000000017,1.289
14-08-2017,1.2965,1.2994,1.3024,1.2957,-0.36%,0.0154000000000001,1.3266,1.2952,1.5712,0.0124999999999993,1.2869
15-08-2017,1.287,1.2964,1.2971,1.2845,-0.73%,0.0154000000000001,1.3266,1.2952,1.56995,0.0103000000000009,1.2876
16-08-2017,1.289,1.287,1.2905,1.2842,0.16%,0.0154000000000001,1.3266,1.2951,1.56892,0.0260999999999996,1.2901
17-08-2017,1.2869,1.2894,1.2914,1.2855,-0.16%,0.0154000000000001,1.3266,1.2938,1.56631,0.0321999999999996,1.2824
18-08-2017,1.2876,1.2869,1.292,1.2834,0.05%,0.0154000000000001,1.3266,1.2938,1.56309,0.0334000000000003,1.28
21-08-2017,1.2901,1.287,1.2918,1.2849,0.19%,0.0154000000000001,1.3266,1.2845,1.55975,0.0350999999999999,1.28
22-08-2017,1.2824,1.2897,1.291,1.2809,-0.60%,0.0144,1.3166,1.2842,1.55624,0.0237999999999996,1.2887
23-08-2017,1.28,1.2824,1.2835,1.2779,-0.19%,0.0125999999999999,1.3063,1.2842,1.55386,0.0204000000000004,1.2933
24-08-2017,1.28,1.2796,1.2837,1.2771,0.00%,0.0125999999999999,1.3055,1.2834,1.55182,0.0238999999999994,1.292
25-08-2017,1.2887,1.2799,1.2891,1.2793,0.68%,0.0125999999999999,1.3031,1.2834,1.54943,0.0190000000000001,1.2926
28-08-2017,1.2933,1.2902,1.2948,1.2873,0.36%,0.0125999999999999,1.3031,1.2809,1.54753,0.00980000000000025,1.2931
29-08-2017,1.292,1.2931,1.2979,1.2914,-0.10%,0.0125999999999999,1.3031,1.2779,1.54655,0.00450000000000017,1.2951
30-08-2017,1.2926,1.2918,1.2939,1.2877,0.05%,0.0125999999999999,1.3024,1.2771,1.5461,0.00760000000000005,1.2932
31-08-2017,1.2931,1.2928,1.2935,1.2851,0.04%,0.0125999999999999,1.2979,1.2771,1.54534,0.00360000000000049,1.3033
01-09-2017,1.2951,1.2931,1.2996,1.2904,0.15%,0.0101,1.2979,1.2771,1.54498,-0.00609999999999999,1.3043
04-09-2017,1.2932,1.2958,1.2967,1.2911,-0.15%,0.0101,1.2996,1.2771,1.54559,-0.0063999999999993,1.3101
05-09-2017,1.3033,1.2927,1.3044,1.2909,0.78%,0.0101,1.2996,1.2771,1.54623,-0.00580000000000069,1.3198
06-09-2017,1.3043,1.3032,1.3084,1.3018,0.08%,0.0135000000000001,1.3044,1.2771,1.54681,-0.0161999999999995,1.3163
07-09-2017,1.3101,1.3043,1.3117,1.3032,0.44%,0.0135000000000001,1.3084,1.2771,1.54843,-0.0145999999999997,1.3284
08-09-2017,1.3198,1.31,1.3225,1.3093,0.74%,0.0135000000000001,1.3117,1.2771,1.54989,-0.0276000000000014,1.3211
11-09-2017,1.3163,1.3203,1.3223,1.3159,-0.27%,0.0135000000000001,1.3225,1.2771,1.55265,-0.0406999999999993,1.3397
12-09-2017,1.3284,1.3163,1.33,1.316,0.92%,0.0135000000000001,1.3225,1.2793,1.55672,-0.0364000000000004,1.3593
13-09-2017,1.3211,1.3284,1.333,1.3185,-0.55%,0.014,1.33,1.2851,1.56036,-0.0381999999999998,1.3494
14-09-2017,1.3397,1.3211,1.3407,1.3162,1.41%,0.0145,1.333,1.2851,1.56418,-0.0280000000000005,1.3509
15-09-2017,1.3593,1.3398,1.3617,1.3381,1.46%,0.0245,1.3407,1.2851,1.56698,-0.048,1.3494
18-09-2017,1.3494,1.3576,1.362,1.3465,-0.73%,0.0245,1.3617,1.2851,1.57178,-0.0648,1.3579
19-09-2017,1.3509,1.3495,1.3553,1.3469,0.11%,0.0245,1.362,1.2904,1.57826,-0.0564,1.3493
20-09-2017,1.3494,1.351,1.3658,1.3452,-0.11%,0.0245,1.362,1.2909,1.5839,-0.0551999999999993,1.3467
21-09-2017,1.3579,1.3493,1.3587,1.347,0.63%,0.0245,1.3658,1.2909,1.58942,-0.0565999999999995,1.3458
22-09-2017,1.3493,1.3581,1.3597,1.345,-0.63%,0.0245,1.3658,1.3018,1.59508,-0.0549000000000017,1.3387
25-09-2017,1.3467,1.3493,1.3572,1.3431,-0.19%,0.0245,1.3658,1.3032,1.60057,-0.0449999999999982,1.3442
26-09-2017,1.3458,1.3467,1.3517,1.341,-0.07%,0.0245,1.3658,1.3093,1.60507,-0.0366999999999997,1.3397
27-09-2017,1.3387,1.3459,1.3464,1.3364,-0.53%,0.0245,1.3658,1.3159,1.60874,-0.0256000000000007,1.3277
28-09-2017,1.3442,1.3386,1.3458,1.3343,0.41%,0.0245,1.3658,1.316,1.6113,-0.0223000000000013,1.3236
29-09-2017,1.3397,1.3441,1.3446,1.3349,-0.33%,0.0245,1.3658,1.3162,1.61353,-0.0156999999999989,1.3245
02-10-2017,1.3277,1.3389,1.3404,1.3255,-0.90%,0.0245,1.3658,1.3162,1.6151,-0.0178000000000011,1.3119
03-10-2017,1.3236,1.3276,1.3289,1.3222,-0.31%,0.0235999999999998,1.3658,1.3364,1.61688,0.0122,1.3066
04-10-2017,1.3245,1.3236,1.3293,1.3235,0.07%,0.0206,1.3658,1.3343,1.61566,0.0340000000000025,1.3142
05-10-2017,1.3119,1.3247,1.3251,1.3107,-0.95%,0.0206,1.3658,1.3343,1.61226,0.024799999999999,1.3204
06-10-2017,1.3066,1.3119,1.3127,1.3027,-0.40%,0.0206,1.3658,1.3255,1.60978,0.0390999999999977,1.3223
09-10-2017,1.3142,1.3069,1.3185,1.3056,0.58%,0.0149000000000001,1.3597,1.3222,1.60587,0.0424000000000007,1.3262
10-10-2017,1.3204,1.3141,1.3227,1.3131,0.47%,0.0149000000000001,1.3597,1.3222,1.60163,0.0440000000000005,1.3287
11-10-2017,1.3223,1.3205,1.3236,1.3175,0.14%,0.0149000000000001,1.3572,1.3107,1.59723,0.0288000000000004,1.325
12-10-2017,1.3262,1.3224,1.3292,1.3121,0.29%,0.0149000000000001,1.3517,1.3027,1.59435,0.0243000000000002,1.3191
13-10-2017,1.3287,1.3262,1.3338,1.3249,0.19%,0.0170999999999999,1.3464,1.3027,1.59192,0.0197000000000003,1.3205
16-10-2017,1.325,1.3309,1.3313,1.3225,-0.28%,0.0170999999999999,1.3458,1.3027,1.58995,0.00769999999999982,1.3159
17-10-2017,1.3191,1.325,1.3289,1.3154,-0.45%,0.0170999999999999,1.3446,1.3027,1.58918,0.0190999999999999,1.319
18-10-2017,1.3205,1.3191,1.3212,1.314,0.11%,0.0170999999999999,1.3404,1.3027,1.58727,0.0198,1.3197
19-10-2017,1.3159,1.3206,1.323,1.3132,-0.35%,0.0170999999999999,1.3338,1.3027,1.58529,0.00699999999999967,1.3136
20-10-2017,1.319,1.3159,1.3202,1.3087,0.24%,0.0170999999999999,1.3338,1.3027,1.58459,0.00769999999999982,1.3264
23-10-2017,1.3197,1.3187,1.3228,1.3156,0.05%,0.0170999999999999,1.3338,1.3027,1.58382,0.00600000000000023,1.316
24-10-2017,1.3136,1.3199,1.3229,1.3112,-0.46%,0.0170999999999999,1.3338,1.3027,1.58322,-0.00799999999999912,1.3129
25-10-2017,1.3264,1.3132,1.3272,1.311,0.97%,0.0170999999999999,1.3338,1.3056,1.58402,-0.0063000000000013,1.3208
26-10-2017,1.316,1.3264,1.3281,1.3147,-0.78%,0.0170999999999999,1.3338,1.3087,1.58465,-0.0122999999999998,1.3283
27-10-2017,1.3129,1.3161,1.3164,1.307,-0.24%,0.0170999999999999,1.3338,1.3087,1.58588,0.0044000000000004,1.3246
30-10-2017,1.3208,1.3112,1.3216,1.3105,0.60%,0.0170999999999999,1.3338,1.3087,1.58544,0.0112000000000005,1.3059
31-10-2017,1.3283,1.3207,1.3289,1.319,0.57%,0.0162,1.3338,1.3087,1.58432,0.00549999999999962,1.3076
01-11-2017,1.3246,1.3282,1.3321,1.324,-0.28%,0.0162,1.3313,1.3087,1.58377,0.00269999999999904,1.3172
02-11-2017,1.3059,1.3245,1.33,1.3043,-1.41%,0.0162,1.3321,1.307,1.5835,0.000500000000000611,1.3167
03-11-2017,1.3076,1.3059,1.3132,1.3039,0.13%,0.0257000000000001,1.3321,1.307,1.58345,0.0131999999999994,1.3116
06-11-2017,1.3172,1.3085,1.3177,1.3058,0.73%,0.0257000000000001,1.3321,1.307,1.58213,0.0121000000000002,1.3151
07-11-2017,1.3167,1.317,1.3179,1.3109,-0.04%,0.0257000000000001,1.3321,1.307,1.58092,-0.00109999999999921,1.3191
08-11-2017,1.3116,1.3167,1.3178,1.3087,-0.39%,0.0257000000000001,1.3321,1.3043,1.58103,0.00200000000000067,1.3116
09-11-2017,1.3151,1.3115,1.3167,1.3086,0.27%,0.0257000000000001,1.3321,1.3039,1.58083,0.00839999999999819,1.3165
10-11-2017,1.3191,1.3148,1.3232,1.3113,0.30%,0.0257000000000001,1.3321,1.3039,1.57999,-0.00159999999999982,1.3171
13-11-2017,1.3116,1.3183,1.3198,1.3062,-0.57%,0.0257000000000001,1.3321,1.3039,1.58015,0.00810000000000066,1.3195
14-11-2017,1.3165,1.3116,1.3188,1.3075,0.37%,0.0257000000000001,1.3321,1.3039,1.57934,0.00450000000000017,1.3214
15-11-2017,1.3171,1.3167,1.3216,1.3131,0.05%,0.0257000000000001,1.3321,1.3039,1.57889,-0.00549999999999962,1.3235
16-11-2017,1.3195,1.3171,1.3209,1.3135,0.18%,0.0257000000000001,1.3321,1.3039,1.57944,0.00359999999999872,1.3239
17-11-2017,1.3214,1.3196,1.3261,1.317,0.14%,0.0257000000000001,1.3321,1.3039,1.57908,0.00860000000000127,1.3326
20-11-2017,1.3235,1.3217,1.328,1.3184,0.16%,0.0257000000000001,1.33,1.3039,1.57822,0.0027999999999988,1.331
21-11-2017,1.3239,1.3236,1.327,1.3211,0.03%,0.0136000000000001,1.328,1.3039,1.57794,-0.0176999999999996,1.3337
22-11-2017,1.3326,1.3239,1.3332,1.3214,0.66%,0.0136000000000001,1.328,1.3058,1.57971,-0.0153999999999996,1.3318
23-11-2017,1.331,1.3325,1.3338,1.3284,-0.12%,0.0136000000000001,1.3332,1.3062,1.58125,-0.0155000000000012,1.3338
24-11-2017,1.3337,1.3309,1.3361,1.3279,0.20%,0.0136000000000001,1.3338,1.3062,1.5828,-0.0141999999999989,1.3409
27-11-2017,1.3318,1.3337,1.3384,1.331,-0.14%,0.0136000000000001,1.3361,1.3062,1.58422,-0.0221999999999998,1.3526
28-11-2017,1.3338,1.3312,1.3388,1.3221,0.15%,0.0136000000000001,1.3384,1.3062,1.58644,-0.0164000000000009,1.3473
29-11-2017,1.3409,1.334,1.345,1.3339,0.53%,0.0166999999999999,1.3388,1.3062,1.58808,-0.0156999999999989,1.3479
30-11-2017,1.3526,1.341,1.355,1.3405,0.87%,0.0166999999999999,1.345,1.3075,1.58965,-0.0294000000000008,1.3443
01-12-2017,1.3473,1.3525,1.3552,1.3445,-0.39%,0.0166999999999999,1.355,1.3131,1.59259,-0.0358000000000001,1.3394
04-12-2017,1.3479,1.3479,1.3539,1.3417,0.04%,0.0166999999999999,1.3552,1.3135,1.59617,-0.0307999999999993,1.3474
05-12-2017,1.3443,1.3479,1.3483,1.337,-0.27%,0.0166999999999999,1.3552,1.317,1.59925,-0.0283000000000015,1.3392
06-12-2017,1.3394,1.3442,1.3449,1.3357,-0.36%,0.0166999999999999,1.3552,1.3184,1.60208,-0.0225000000000009,1.3339
07-12-2017,1.3474,1.3391,1.3485,1.3319,0.60%,0.0166999999999999,1.3552,1.3211,1.60433,-0.0154999999999994,1.3317
08-12-2017,1.3392,1.3477,1.3521,1.3355,-0.61%,0.0166999999999999,1.3552,1.3214,1.60588,-0.0237999999999978,1.342
11-12-2017,1.3339,1.3392,1.3432,1.3331,-0.40%,0.0166999999999999,1.3552,1.3221,1.60826,-0.00670000000000215,1.3432
12-12-2017,1.3317,1.3339,1.3381,1.3304,-0.16%,0.0166999999999999,1.3552,1.3221,1.60893,-0.00300000000000011,1.3321
13-12-2017,1.342,1.3317,1.3422,1.3311,0.77%,0.0166999999999999,1.3552,1.3221,1.60923,0.00200000000000244,1.3382
14-12-2017,1.3432,1.3418,1.3463,1.339,0.09%,0.0166999999999999,1.3552,1.3221,1.60903,-0.0106000000000002,1.3385
