Date,Price,Open,High,Low,Vol.Change %,True Range,Max_Range,Min_Range,Simple Moving Average ,Del C,Output(3 Days)
08-07-2022,1.2027,1.2022,1.2056,1.1916,0.05%,0.0227999999999999,1.2332,1.1973,1.4589,0.0251999999999999,1.1889
11-07-2022,1.1889,1.2027,1.2039,1.1863,-1.15%,0.0227999999999999,1.2332,1.1897,1.45638,0.0239999999999991,1.1822
12-07-2022,1.1885,1.1884,1.1916,1.1804,-0.03%,0.0227999999999999,1.2332,1.1873,1.45398,0.0373999999999999,1.1852
13-07-2022,1.1889,1.1883,1.1967,1.1825,0.03%,0.0227999999999999,1.2332,1.1873,1.45024,0.0379000000000005,1.1954
14-07-2022,1.1822,1.1889,1.1894,1.1757,-0.56%,0.0227999999999999,1.2291,1.1873,1.44645,0.0373999999999999,1.1995
15-07-2022,1.1852,1.182,1.1874,1.1802,0.25%,0.0227999999999999,1.2212,1.1863,1.44271,0.0358999999999998,1.1969
18-07-2022,1.1954,1.1874,1.2033,1.1859,0.86%,0.0227999999999999,1.2188,1.1804,1.43912,0.0251000000000001,1.1993
19-07-2022,1.1995,1.1952,1.2045,1.1922,0.34%,0.0227999999999999,1.2181,1.1804,1.43661,0.0223999999999993,1.2002
20-07-2022,1.1969,1.1988,1.2037,1.1951,-0.22%,0.0227999999999999,1.2165,1.1757,1.43437,0.0113000000000003,1.2042
21-07-2022,1.1993,1.1965,1.2003,1.1888,0.20%,0.0227999999999999,1.2125,1.1757,1.43324,0.0140999999999991,1.2025
22-07-2022,1.2002,1.1993,1.2063,1.1915,0.08%,0.0176000000000001,1.2056,1.1757,1.43183,-0.00359999999999872,1.2151
25-07-2022,1.2042,1.2002,1.2085,1.1957,0.33%,0.0176000000000001,1.2063,1.1757,1.43219,-0.0080000000000009,1.2169
26-07-2022,1.2025,1.2041,1.209,1.1961,-0.14%,0.0176000000000001,1.2085,1.1757,1.43299,-0.00189999999999912,1.2166
27-07-2022,1.2151,1.2028,1.2186,1.2017,1.05%,0.0176000000000001,1.209,1.1757,1.43318,-9.99999999997669E-05,1.2248
28-07-2022,1.2169,1.2146,1.2191,1.21,0.15%,0.0174000000000001,1.2186,1.1757,1.43319,-0.0262000000000011,1.2172
29-07-2022,1.2166,1.2171,1.2245,1.206,-0.02%,0.0174000000000001,1.2191,1.1757,1.43581,-0.0288000000000004,1.2143
01-08-2022,1.2248,1.2163,1.2293,1.2153,0.67%,0.0185,1.2245,1.1757,1.43869,-0.0274000000000001,1.2157
02-08-2022,1.2172,1.2244,1.2279,1.2155,-0.62%,0.0185,1.2293,1.1802,1.44143,-0.0423999999999989,1.2071
03-08-2022,1.2143,1.2176,1.2207,1.2097,-0.24%,0.0185,1.2293,1.1859,1.44567,-0.0302000000000007,1.2076
04-08-2022,1.2157,1.2142,1.2198,1.2063,0.12%,0.0185,1.2293,1.1888,1.44869,-0.0190000000000001,1.208
05-08-2022,1.2071,1.2156,1.2168,1.2001,-0.71%,0.0185,1.2293,1.1888,1.45059,-0.0167999999999999,1.2225
08-08-2022,1.2076,1.2071,1.2137,1.2044,0.04%,0.0185,1.2293,1.1888,1.45227,-0.0106000000000002,1.2212
09-08-2022,1.208,1.2076,1.213,1.206,0.03%,0.0185,1.2293,1.1915,1.45333,-0.00829999999999842,1.213
10-08-2022,1.2225,1.2073,1.2276,1.2062,1.20%,0.0185,1.2293,1.1957,1.45416,-0.00710000000000122,1.2054
11-08-2022,1.2212,1.2226,1.2249,1.2179,-0.11%,0.0214000000000001,1.2293,1.1961,1.45487,-0.0184999999999995,1.2093
12-08-2022,1.213,1.2207,1.2215,1.2098,-0.67%,0.0214000000000001,1.2293,1.2001,1.45672,-0.0179000000000009,1.2047
15-08-2022,1.2054,1.2131,1.2148,1.2047,-0.63%,0.0214000000000001,1.2293,1.2001,1.45851,0.00150000000000006,1.193
16-08-2022,1.2093,1.2054,1.2117,1.2005,0.32%,0.0214000000000001,1.2293,1.2001,1.45836,0.0117000000000012,1.1827
17-08-2022,1.2047,1.2092,1.2141,1.2025,-0.38%,0.0214000000000001,1.2293,1.2001,1.45719,0.00709999999999944,1.1765
18-08-2022,1.193,1.2046,1.2079,1.192,-0.97%,0.0214000000000001,1.2279,1.2001,1.45648,0.0198,1.1831
19-08-2022,1.1827,1.1926,1.194,1.1789,-0.86%,0.0214000000000001,1.2276,1.2001,1.4545,0.0250000000000004,1.1797
22-08-2022,1.1765,1.1822,1.1837,1.1739,-0.52%,0.0214000000000001,1.2276,1.2001,1.452,0.032,1.1829
23-08-2022,1.1831,1.1775,1.1876,1.1716,0.56%,0.0214000000000001,1.2276,1.2001,1.4488,0.0381,1.1747
24-08-2022,1.1797,1.1839,1.184,1.1753,-0.29%,0.0214000000000001,1.2276,1.192,1.44499,0.0231999999999992,1.1707
25-08-2022,1.1829,1.18,1.1864,1.1781,0.27%,0.0214000000000001,1.2276,1.1789,1.44267,0.0275999999999996,1.1655
26-08-2022,1.1747,1.183,1.19,1.173,-0.69%,0.0214000000000001,1.2276,1.1739,1.43991,0.0243000000000002,1.1622
29-08-2022,1.1707,1.1747,1.1751,1.1645,-0.34%,0.0169999999999999,1.2249,1.1716,1.43748,0.0479000000000003,1.1542
30-08-2022,1.1655,1.1707,1.176,1.1619,-0.44%,0.0169999999999999,1.2215,1.1716,1.43269,0.0500000000000007,1.1507
31-08-2022,1.1622,1.1647,1.1693,1.1596,-0.28%,0.0169999999999999,1.2148,1.1716,1.42769,0.0483999999999991,1.1513
01-09-2022,1.1542,1.1621,1.1625,1.1497,-0.69%,0.0169999999999999,1.2141,1.1716,1.42285,0.0433000000000003,1.1516
02-09-2022,1.1507,1.1542,1.1588,1.1493,-0.30%,0.0169999999999999,1.2141,1.1645,1.41852,0.0549999999999997,1.1525
05-09-2022,1.1513,1.1515,1.1521,1.1441,0.05%,0.0169999999999999,1.2079,1.1619,1.41302,0.0531000000000006,1.15
06-09-2022,1.1516,1.1514,1.1609,1.149,0.03%,0.0169999999999999,1.194,1.1596,1.40771,0.0411999999999999,1.1587
07-09-2022,1.1525,1.1517,1.1539,1.1403,0.08%,0.0169999999999999,1.19,1.1497,1.40359,0.0305,1.1679
08-09-2022,1.15,1.1526,1.156,1.1458,-0.22%,0.0169999999999999,1.19,1.1493,1.40054,0.0249000000000006,1.1491
09-09-2022,1.1587,1.1501,1.1647,1.1494,0.76%,0.0169999999999999,1.19,1.1441,1.39805,0.0337999999999994,1.1535
12-09-2022,1.1679,1.1592,1.171,1.1591,0.79%,0.0169999999999999,1.19,1.1441,1.39467,0.0207999999999995,1.1463
13-09-2022,1.1491,1.169,1.1738,1.1489,-1.61%,0.0169999999999999,1.19,1.1403,1.39259,0.0140000000000011,1.1412
14-09-2022,1.1535,1.1492,1.1589,1.1477,0.38%,0.0248999999999999,1.176,1.1403,1.39119,0.0254999999999992,1.1429
15-09-2022,1.1463,1.1543,1.1549,1.1459,-0.62%,0.0248999999999999,1.176,1.1403,1.38864,0.0164000000000009,1.1379
16-09-2022,1.1412,1.1465,1.148,1.1348,-0.44%,0.0248999999999999,1.1738,1.1403,1.387,0.0181999999999984,1.1266
19-09-2022,1.1429,1.1413,1.1442,1.1352,0.15%,0.0248999999999999,1.1738,1.1403,1.38518,0.0208000000000013,1.1257
20-09-2022,1.1379,1.1432,1.146,1.1354,-0.44%,0.0248999999999999,1.1738,1.1403,1.3831,0.0109999999999992,1.0856
21-09-2022,1.1266,1.1374,1.1385,1.1235,-0.99%,0.0248999999999999,1.1738,1.1403,1.382,0.0141000000000009,1.0684
22-09-2022,1.1257,1.1267,1.1364,1.121,-0.08%,0.0248999999999999,1.1738,1.1348,1.38059,0.0246999999999993,1.0731
23-09-2022,1.0856,1.1255,1.1273,1.0836,-3.56%,0.0248999999999999,1.1738,1.1348,1.37812,0.0261999999999993,1.0888
26-09-2022,1.0684,1.0856,1.0931,1.0382,-1.58%,0.0437000000000001,1.1738,1.1348,1.3755,0.0670000000000002,1.1115
27-09-2022,1.0731,1.0688,1.0838,1.0651,0.44%,0.0549,1.1738,1.1235,1.3688,0.0813000000000006,1.116
28-09-2022,1.0888,1.0731,1.0915,1.0537,1.46%,0.0549,1.1738,1.121,1.36067,0.0861000000000001,1.1322
29-09-2022,1.1115,1.0884,1.1119,1.0759,2.08%,0.0549,1.1738,1.0836,1.35206,0.0806000000000005,1.1473
30-09-2022,1.116,1.1113,1.1234,1.102,0.40%,0.0549,1.1589,1.0382,1.344,0.0378999999999987,1.1326
03-10-2022,1.1322,1.1156,1.1334,1.1083,1.45%,0.0549,1.1549,1.0382,1.34021,0.0387000000000004,1.1158
04-10-2022,1.1473,1.1321,1.1489,1.1278,1.33%,0.0549,1.148,1.0382,1.33634,0.0144000000000002,1.1084
05-10-2022,1.1326,1.1474,1.1495,1.1224,-1.28%,0.0549,1.1489,1.0382,1.3349,-0.00609999999999999,1.1055
06-10-2022,1.1158,1.1325,1.1383,1.1113,-1.48%,0.0549,1.1495,1.0382,1.33551,0.0106999999999999,1.0963
07-10-2022,1.1084,1.1161,1.1225,1.1053,-0.66%,0.0549,1.1495,1.0382,1.33444,0.0213000000000001,1.1103
10-10-2022,1.1055,1.108,1.1111,1.1017,-0.26%,0.0549,1.1495,1.0382,1.33231,0.0187000000000008,1.1329
11-10-2022,1.0963,1.1054,1.118,1.095,-0.83%,0.0549,1.1495,1.0382,1.33044,0.0200999999999993,1.117
12-10-2022,1.1103,1.0966,1.1133,1.0922,1.28%,0.0549,1.1495,1.0382,1.32843,-0.011000000000001,1.1353
13-10-2022,1.1329,1.1104,1.1379,1.1054,2.04%,0.0377999999999998,1.1495,1.0537,1.32953,-0.041599999999999,1.1318
14-10-2022,1.117,1.1329,1.1365,1.1149,-1.40%,0.0377999999999998,1.1495,1.0537,1.33369,-0.059800000000001,1.1214
17-10-2022,1.1353,1.1173,1.1439,1.1173,1.64%,0.036,1.1495,1.0759,1.33967,-0.0288999999999984,1.1233
18-10-2022,1.1318,1.1353,1.141,1.1253,-0.31%,0.0325,1.1495,1.0922,1.34256,-0.0240000000000009,1.1302
19-10-2022,1.1214,1.1318,1.1357,1.1182,-0.92%,0.0325,1.1495,1.0922,1.34496,-0.0161999999999995,1.1275
20-10-2022,1.1233,1.1221,1.1335,1.1169,0.17%,0.0325,1.1495,1.0922,1.34658,0.00999999999999979,1.1467
21-10-2022,1.1302,1.1242,1.1314,1.1058,0.61%,0.0325,1.1495,1.0922,1.34558,0.0231999999999992,1.1627
24-10-2022,1.1275,1.1354,1.1408,1.1255,-0.24%,0.0325,1.1439,1.0922,1.34326,-0.00290000000000035,1.1564
25-10-2022,1.1467,1.1277,1.1499,1.1268,1.70%,0.0325,1.1439,1.0922,1.34355,-0.0115999999999996,1.161
26-10-2022,1.1627,1.1474,1.1638,1.1428,1.40%,0.0325,1.1499,1.0922,1.34471,-0.0393999999999988,1.1469
27-10-2022,1.1564,1.1616,1.1645,1.1547,-0.54%,0.0325,1.1638,1.0922,1.34865,-0.0562000000000005,1.1483
28-10-2022,1.161,1.1561,1.1623,1.1501,0.40%,0.0325,1.1645,1.0922,1.35427,-0.0594999999999999,1.1389
31-10-2022,1.1469,1.1605,1.1613,1.1456,-1.21%,0.0325,1.1645,1.1054,1.36022,-0.0501000000000005,1.1165
01-11-2022,1.1483,1.1469,1.1566,1.1434,0.12%,0.0266,1.1645,1.1058,1.36523,-0.0139999999999993,1.1375
02-11-2022,1.1389,1.1484,1.1564,1.1385,-0.82%,0.0266,1.1645,1.1058,1.36663,-0.0311000000000004,1.1511
03-11-2022,1.1165,1.1394,1.1421,1.1149,-1.97%,0.0256000000000001,1.1645,1.1058,1.36974,-0.00409999999999933,1.1536
04-11-2022,1.1375,1.1164,1.1381,1.1145,1.88%,0.0271999999999999,1.1645,1.1058,1.37015,0.0153999999999996,1.1356
07-11-2022,1.1511,1.1301,1.1541,1.1288,1.20%,0.0271999999999999,1.1645,1.1058,1.36861,-0.0080000000000009,1.1713
08-11-2022,1.1536,1.1511,1.1599,1.1427,0.22%,0.0271999999999999,1.1645,1.1058,1.36941,-0.0268999999999995,1.1835
09-11-2022,1.1356,1.1541,1.1566,1.1331,-1.56%,0.0271999999999999,1.1645,1.1149,1.3721,-0.0186999999999991,1.1752
10-11-2022,1.1713,1.1356,1.1731,1.1349,3.14%,0.0271999999999999,1.1645,1.1145,1.37397,-0.00790000000000113,1.1858
11-11-2022,1.1835,1.1714,1.1854,1.1645,1.04%,0.0382,1.1731,1.1145,1.37476,-0.0239999999999991,1.1908
14-11-2022,1.1752,1.1803,1.1828,1.1707,-0.70%,0.0382,1.1854,1.1145,1.37716,-0.0187000000000008,1.1862
15-11-2022,1.1858,1.1749,1.2025,1.1737,0.90%,0.0382,1.1854,1.1145,1.37903,-0.0188000000000006,1.1884
16-11-2022,1.1908,1.1863,1.1942,1.1829,0.42%,0.0382,1.2025,1.1145,1.38091,-0.0257999999999985,1.1821
17-11-2022,1.1862,1.1912,1.1957,1.176,-0.39%,0.0382,1.2025,1.1145,1.38349,-0.0443000000000016,1.1883
18-11-2022,1.1884,1.1862,1.195,1.1854,0.19%,0.0382,1.2025,1.1145,1.38792,-0.0377999999999989,1.2052
21-11-2022,1.1821,1.1885,1.1901,1.1776,-0.53%,0.0382,1.2025,1.1145,1.3917,-0.0490999999999993,1.211
22-11-2022,1.1883,1.1821,1.1902,1.1815,0.52%,0.0382,1.2025,1.1145,1.39661,-0.0657000000000014,1.2093
23-11-2022,1.2052,1.1884,1.208,1.1869,1.42%,0.0382,1.2025,1.1288,1.40318,-0.0582999999999991,1.1958
24-11-2022,1.211,1.2051,1.2153,1.2045,0.48%,0.0382,1.208,1.1331,1.40901,-0.0540000000000003,1.1953
25-11-2022,1.2093,1.2108,1.2127,1.2055,-0.14%,0.0382,1.2153,1.1331,1.41441,-0.0566999999999993,1.2056
28-11-2022,1.1958,1.2075,1.2118,1.1937,-1.12%,0.0382,1.2153,1.1349,1.42008,-0.0719000000000012,1.2253
29-11-2022,1.1953,1.1952,1.2064,1.1942,-0.04%,0.0287999999999999,1.2153,1.1645,1.42727,-0.0237999999999996,1.2287
30-11-2022,1.2056,1.1949,1.2087,1.1897,0.86%,0.0287999999999999,1.2153,1.1707,1.42965,-0.0145999999999997,1.2188
01-12-2022,1.2253,1.2054,1.2309,1.205,1.63%,0.0287999999999999,1.2153,1.1737,1.43111,-0.0305,1.2137
02-12-2022,1.2287,1.2252,1.2299,1.2133,0.28%,0.0259,1.2309,1.176,1.43416,-0.0388999999999999,1.2199
05-12-2022,1.2188,1.2264,1.2344,1.2158,-0.81%,0.0259,1.2309,1.176,1.43805,-0.0351999999999997,1.2233
06-12-2022,1.2137,1.2183,1.2269,1.2124,-0.42%,0.0259,1.2344,1.1776,1.44157,-0.0321000000000016,1.2255
07-12-2022,1.2199,1.2132,1.2234,1.2103,0.51%,0.0259,1.2344,1.1776,1.44478,-0.0246999999999993,1.227
08-12-2022,1.2233,1.22,1.2247,1.2151,0.28%,0.0259,1.2344,1.1815,1.44725,-0.0379000000000005,1.2354
09-12-2022,1.2255,1.2231,1.2322,1.2204,0.18%,0.0259,1.2344,1.1869,1.45104,-0.0346999999999991,1.2421
12-12-2022,1.227,1.2244,1.2299,1.2208,0.12%,0.0259,1.2344,1.1897,1.45451,-0.0193000000000012,1.2176
13-12-2022,1.2354,1.2272,1.2443,1.2245,0.68%,0.0259,1.2344,1.1897,1.45644,-0.0163999999999991,1.214
14-12-2022,1.2421,1.2357,1.2445,1.2339,0.54%,0.0259,1.2443,1.1897,1.45808,-0.0282,1.2146
15-12-2022,1.2176,1.2424,1.2431,1.2153,-1.97%,0.0259,1.2445,1.1897,1.4609,-0.0472000000000001,1.2181
16-12-2022,1.214,1.2178,1.2223,1.2116,-0.30%,0.0278,1.2445,1.1897,1.46562,-0.0228999999999999,1.2083
19-12-2022,1.2146,1.2149,1.2241,1.2117,0.05%,0.0278,1.2445,1.205,1.46791,-0.00950000000000095,1.2043
20-12-2022,1.2181,1.2154,1.2222,1.2082,0.29%,0.0278,1.2445,1.2103,1.46886,0.00980000000000025,1.2058
21-12-2022,1.2083,1.2179,1.2192,1.2052,-0.80%,0.0278,1.2445,1.2103,1.46788,0.00849999999999973,1.206
22-12-2022,1.2043,1.2076,1.2147,1.199,-0.33%,0.0278,1.2445,1.2103,1.46703,0.0106999999999999,1.2021
23-12-2022,1.2058,1.2043,1.209,1.2015,0.12%,0.0278,1.2445,1.2103,1.46596,0.00890000000000057,1.2013
26-12-2022,1.206,1.2042,1.2081,1.2042,0.02%,0.0278,1.2445,1.2082,1.46507,0.0158000000000005,1.2052
27-12-2022,1.2021,1.2061,1.2112,1.1999,-0.32%,0.0278,1.2445,1.2052,1.46349,0.0169999999999995,1.2097
28-12-2022,1.2013,1.2025,1.2125,1.1999,-0.07%,0.0278,1.2445,1.199,1.46179,0.0219000000000005,1.2045
29-12-2022,1.2052,1.2013,1.2078,1.2011,0.32%,0.0278,1.2445,1.199,1.4596,0.0259,1.1966
30-12-2022,1.2097,1.2062,1.2107,1.2008,0.37%,0.0278,1.2445,1.199,1.45701,0.0295000000000005,1.2053
02-01-2023,1.2045,1.2095,1.2098,1.2033,-0.43%,0.0278,1.2431,1.199,1.45406,0.0328999999999997,1.1906
03-01-2023,1.1966,1.2044,1.2084,1.1898,-0.66%,0.0156999999999998,1.2241,1.199,1.45077,0.0134000000000007,1.2092
04-01-2023,1.2053,1.1966,1.2087,1.1952,0.73%,0.0186,1.2241,1.199,1.44943,0.0183,1.2183
05-01-2023,1.1906,1.205,1.2077,1.1871,-1.22%,0.0186,1.2222,1.199,1.4476,0.0103999999999989,1.2155
06-01-2023,1.2092,1.1912,1.2099,1.1838,1.56%,0.0206,1.2192,1.199,1.44656,0.0266999999999999,1.2142
09-01-2023,1.2183,1.2092,1.2209,1.2085,0.75%,0.0261,1.2147,1.1898,1.44389,-0.00159999999999982,1.22
10-01-2023,1.2155,1.2188,1.2197,1.2107,-0.23%,0.0261,1.2209,1.1898,1.44405,-0.0145,1.2226
11-01-2023,1.2142,1.2154,1.2178,1.2097,-0.11%,0.0261,1.2209,1.1871,1.4455,-0.0112000000000005,1.2191
12-01-2023,1.22,1.2144,1.2246,1.2085,0.48%,0.0261,1.2209,1.1838,1.44662,-0.0083000000000002,1.2288
13-01-2023,1.2226,1.2208,1.2248,1.2147,0.21%,0.0261,1.2246,1.1838,1.44745,-0.0183,1.2346
16-01-2023,1.2191,1.2214,1.2289,1.2169,-0.29%,0.0261,1.2248,1.1838,1.44928,-0.0200999999999993,1.2389
17-01-2023,1.2288,1.2199,1.23,1.2167,0.80%,0.0261,1.2289,1.1838,1.45129,-0.0137,1.2393
18-01-2023,1.2346,1.2288,1.2435,1.2251,0.47%,0.0261,1.23,1.1838,1.45266,-0.0192999999999994,1.2373
19-01-2023,1.2389,1.2349,1.2397,1.231,0.35%,0.0261,1.2435,1.1838,1.45459,-0.0305,1.2328
20-01-2023,1.2393,1.2389,1.2404,1.2332,0.03%,0.0261,1.2435,1.1838,1.45764,-0.0423000000000009,1.24
23-01-2023,1.2373,1.2399,1.2447,1.2321,-0.16%,0.0261,1.2435,1.1838,1.46187,-0.0349000000000004,1.2406
24-01-2023,1.2328,1.2376,1.2413,1.226,-0.36%,0.0261,1.2447,1.1838,1.46536,-0.0463999999999984,1.2397
25-01-2023,1.24,1.2332,1.2404,1.228,0.58%,0.0184,1.2447,1.2085,1.47,-0.0240000000000009,1.2352
26-01-2023,1.2406,1.24,1.243,1.2342,0.05%,0.0184,1.2447,1.2085,1.4724,-0.0212000000000003,1.232
27-01-2023,1.2397,1.2406,1.2418,1.2342,-0.07%,0.0184,1.2447,1.2085,1.47452,-0.0251999999999999,1.2376
30-01-2023,1.2352,1.2397,1.2417,1.2335,-0.36%,0.0184,1.2447,1.2085,1.47704,-0.0252999999999997,1.2223
31-01-2023,1.232,1.2348,1.237,1.2281,-0.26%,0.0184,1.2447,1.2147,1.47957,-0.0139999999999993,1.2051
01-02-2023,1.2376,1.2317,1.2393,1.227,0.45%,0.0184,1.2447,1.2167,1.48097,-0.0103000000000009,1.2016
02-02-2023,1.2223,1.2376,1.24,1.2219,-1.24%,0.0184,1.2447,1.2167,1.482,-0.0176999999999996,1.2042
03-02-2023,1.2051,1.2223,1.2265,1.2045,-1.41%,0.0184,1.2447,1.2251,1.48377,0.00650000000000084,1.2071
06-02-2023,1.2016,1.2038,1.2077,1.2002,-0.29%,0.022,1.2447,1.226,1.48312,0.0310999999999986,1.2122
07-02-2023,1.2042,1.2022,1.2095,1.1958,0.22%,0.022,1.2447,1.226,1.48001,0.0366999999999997,1.2058
08-02-2023,1.2071,1.2042,1.2109,1.2034,0.24%,0.022,1.2447,1.2219,1.47634,0.0357000000000003,1.2135
09-02-2023,1.2122,1.207,1.2193,1.2054,0.42%,0.022,1.243,1.2045,1.47277,0.0306000000000015,1.217
10-02-2023,1.2058,1.212,1.2139,1.2046,-0.53%,0.022,1.243,1.2002,1.46971,0.0211999999999986,1.2026
13-02-2023,1.2135,1.2066,1.2151,1.2029,0.64%,0.022,1.243,1.1958,1.46759,0.0334000000000003,1.1993
14-02-2023,1.217,1.2135,1.2268,1.2116,0.29%,0.022,1.2418,1.1958,1.46425,0.0271000000000008,1.2035
15-02-2023,1.2026,1.217,1.2181,1.1988,-1.18%,0.022,1.2417,1.1958,1.46154,0.0226999999999986,1.2038
16-02-2023,1.1993,1.2026,1.2074,1.1963,-0.27%,0.022,1.24,1.1958,1.45927,0.0322000000000013,1.2115
17-02-2023,1.2035,1.1996,1.2051,1.1913,0.35%,0.022,1.24,1.1958,1.45605,0.0320999999999998,1.2044
20-02-2023,1.2038,1.2046,1.2057,1.2013,0.02%,0.022,1.24,1.1958,1.45284,0.0329999999999995,1.2013
21-02-2023,1.2115,1.2038,1.2147,1.1984,0.64%,0.022,1.2268,1.1958,1.44954,0.0184999999999995,1.1944
22-02-2023,1.2044,1.2111,1.2135,1.2033,-0.59%,0.0192999999999999,1.2268,1.1958,1.44769,-0.00729999999999897,1.2062
23-02-2023,1.2013,1.2053,1.2074,1.199,-0.26%,0.0192999999999999,1.2268,1.1913,1.44842,-0.00309999999999988,1.202
24-02-2023,1.1944,1.201,1.2041,1.1927,-0.57%,0.0192999999999999,1.2268,1.1913,1.44873,0.00319999999999965,1.2031
27-02-2023,1.2062,1.1954,1.2066,1.1921,0.99%,0.0192999999999999,1.2268,1.1913,1.44841,0.0115999999999996,1.1941
28-02-2023,1.202,1.2063,1.2143,1.2016,-0.35%,0.0192999999999999,1.2268,1.1913,1.44725,0.00570000000000093,1.204
01-03-2023,1.2031,1.2019,1.2088,1.1963,0.09%,0.0192999999999999,1.2268,1.1913,1.44668,0.0046999999999997,1.2021
02-03-2023,1.1941,1.2028,1.2036,1.1922,-0.75%,0.0192999999999999,1.2268,1.1913,1.44621,0.0106999999999999,1.1827
03-03-2023,1.204,1.1941,1.2048,1.1937,0.83%,0.0192999999999999,1.2181,1.1913,1.44514,0.0228999999999999,1.1842
06-03-2023,1.2021,1.2034,1.2048,1.1991,-0.16%,0.0163,1.2147,1.1913,1.44285,-0.000799999999999912,1.1925
07-03-2023,1.1827,1.2023,1.2065,1.182,-1.61%,0.0163,1.2147,1.1913,1.44293,-0.00270000000000081,1.2028
08-03-2023,1.1842,1.1835,1.1859,1.1802,0.13%,0.0245,1.2147,1.1921,1.4432,0.0211000000000006,1.2181
09-03-2023,1.1925,1.1843,1.1939,1.183,0.70%,0.0245,1.2147,1.1921,1.44109,0.019499999999999,1.2158
10-03-2023,1.2028,1.1924,1.2113,1.1906,0.86%,0.0245,1.2143,1.1921,1.43914,0.0187000000000008,1.2065
13-03-2023,1.2181,1.2035,1.2199,1.2035,1.27%,0.0245,1.2143,1.182,1.43727,0.00180000000000113,1.2107
14-03-2023,1.2158,1.2182,1.2203,1.2134,-0.19%,0.0245,1.2199,1.1802,1.43709,-0.0172000000000008,1.2175
15-03-2023,1.2065,1.2158,1.2181,1.2009,-0.76%,0.0245,1.2203,1.1802,1.43881,-0.0204000000000004,1.2276
16-03-2023,1.2107,1.2066,1.2128,1.2026,0.35%,0.0245,1.2203,1.1802,1.44085,-0.000299999999999301,1.2214
17-03-2023,1.2175,1.2108,1.22,1.2097,0.56%,0.0245,1.2203,1.1802,1.44088,-0.00890000000000057,1.2264
20-03-2023,1.2276,1.2204,1.2284,1.2165,0.83%,0.0245,1.2203,1.1802,1.44177,-0.0175999999999998,1.2285
21-03-2023,1.2214,1.2277,1.2282,1.2177,-0.51%,0.0245,1.2284,1.1802,1.44353,-0.0335999999999999,1.223
22-03-2023,1.2264,1.2213,1.2335,1.2206,0.41%,0.0245,1.2284,1.1802,1.44689,-0.0178999999999991,1.2284
23-03-2023,1.2285,1.2266,1.2343,1.226,0.17%,0.0245,1.2335,1.1802,1.44868,-0.0243000000000002,1.234
24-03-2023,1.223,1.2288,1.2292,1.2188,-0.45%,0.0206999999999999,1.2343,1.1802,1.45111,-0.045300000000001,1.2311
27-03-2023,1.2284,1.2225,1.2293,1.2216,0.44%,0.0206999999999999,1.2343,1.183,1.45564,-0.0381999999999998,1.2383
28-03-2023,1.234,1.2282,1.2349,1.2279,0.46%,0.0206999999999999,1.2343,1.1906,1.45946,-0.0358000000000001,1.2333
29-03-2023,1.2311,1.2341,1.2361,1.2301,-0.24%,0.0171999999999999,1.2349,1.2009,1.46304,-0.0305999999999997,1.2411
30-03-2023,1.2383,1.2311,1.2393,1.2292,0.58%,0.0171999999999999,1.2361,1.2009,1.4661,-0.0129000000000001,1.2499
31-03-2023,1.2333,1.2383,1.2423,1.2323,-0.40%,0.0171999999999999,1.2393,1.2009,1.46739,-0.0225000000000009,1.2457
03-04-2023,1.2411,1.2325,1.2423,1.2273,0.63%,0.0129000000000001,1.2423,1.2026,1.46964,-0.0259,1.2439
04-04-2023,1.2499,1.2413,1.2525,1.2393,0.71%,0.0149999999999999,1.2423,1.2097,1.47223,-0.0305,1.2413
05-04-2023,1.2457,1.25,1.2514,1.2431,-0.34%,0.0149999999999999,1.2525,1.2165,1.47528,-0.0295999999999985,1.2381
06-04-2023,1.2439,1.246,1.2487,1.2411,-0.14%,0.0149999999999999,1.2525,1.2177,1.47824,-0.0183,1.2424
07-04-2023,1.2413,1.2439,1.2455,1.2388,-0.21%,0.0149999999999999,1.2525,1.2188,1.48007,-0.0226000000000006,1.2481
10-04-2023,1.2381,1.2421,1.2442,1.2343,-0.26%,0.0149999999999999,1.2525,1.2188,1.48233,-0.0154999999999994,1.252
11-04-2023,1.2424,1.2381,1.2456,1.2377,0.35%,0.0149999999999999,1.2525,1.2188,1.48388,-0.00930000000000142,1.2413
12-04-2023,1.2481,1.2424,1.2495,1.2397,0.46%,0.0149999999999999,1.2525,1.2216,1.48481,-0.0198999999999998,1.2374
13-04-2023,1.252,1.2483,1.2537,1.2476,0.31%,0.0149999999999999,1.2525,1.2273,1.4868,-0.0200999999999993,1.2424
14-04-2023,1.2413,1.2521,1.2546,1.2397,-0.85%,0.0149999999999999,1.2537,1.2273,1.48881,-0.0180000000000007,1.2438
17-04-2023,1.2374,1.2412,1.2438,1.2351,-0.31%,0.0149999999999999,1.2546,1.2273,1.49061,-0.0100999999999996,1.2443
18-04-2023,1.2424,1.2371,1.2449,1.2366,0.40%,0.0149999999999999,1.2546,1.2273,1.49162,0.00120000000000076,1.243
19-04-2023,1.2438,1.2426,1.2474,1.2391,0.11%,0.0149999999999999,1.2546,1.2273,1.4915,-0.0101000000000013,1.2482
20-04-2023,1.2443,1.2441,1.2467,1.2403,0.04%,0.0148999999999999,1.2546,1.2343,1.49251,-0.0027999999999988,1.2408
